 ,Area,Mean,StdDev,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,2250,31370.859,19369.595,-11574.966,86805.031,693.349,50.671,221.439,95.933,29.862,92.461,0.577,3.213,0.311,0.928
